"title","date","tags","article"
"ハクサイ、ニンジン高値続く　ダイコン落ち着く","2018年1月31日 16時45分","経済,最新の経済ニュース,企業・産業,速報","農林水産省は３１日、２月の野菜価格の見通しをまとめた。昨秋の天候不順などにより、ハクサイやニンジンは高値水準が続く一方、ダイコンやキャベツ、ホウレンソウは月後半に平年並みに戻りそうだ。調査対象は、東京都中央卸売市場に出荷される１４品目。ハクサイは主産地の茨城、ニンジンは千葉で畑に残る量が少ない状態が続き、平年並みの価格に戻るのは３月ごろになる見込みだ。ダイコンやキャベツの出荷は悪天候後に植えられたものに切り替わり価格も落ち着く。その他の品目はおおむね平年並みとみられる。（共同）"
"高橋誠副社長が社長に昇格","2018年1月31日 16時40分","経済,最新の経済ニュース,企業・産業,速報","ＫＤＤＩは３１日、高橋誠副社長（５６）が社長に昇格するトップ人事を発表した。田中孝司社長（６０）は代表権のある会長に就任する。４月１日付。田中氏の社長在任期間が８年目となる中、格安スマートフォンの台頭などで激化する携帯電話市場での競争力強化に向けて経営体制の若返りを図る。"
"ミキサー事故でリコール　９７万台部品交換","2018年1月31日 15時52分","経済,最新の経済ニュース,企業・産業,速報","パナソニックは３１日、同社製のミキサーのステンレス製部品が破損し、調理した食品を口にした２人が口内を切るけがをしたと発表した。同じような部品を使用したミキサー１２品番の計約９７万台を対象に、使用の中止と無料で届ける正常な部品への交換を呼び掛けている。破損したのは、カッターの下に設置したワッシャーと呼ばれる環状の部品。あらかじめ曲げてある部分に金属疲労が起きた。けがは２０１４年に三重県、１７年に神奈川県で起き、他にも破損した部品が口に入った事例が１０件報告されていた。対象は０９年１月から１６年１月までに製造され、「ＭＸ－Ｘ」の後に３８から７００までの数が入る品番。問い合わせと交換部品の請求はフリーダイヤル０１２０・８７０・３２９（２月２８日までは午前９時～午後９時、３月１日以降は土日祝日を除く午前９時～午後５時）。【釣田祐喜】"
"１４４円９０銭　２年半ぶり高値水準","2018年1月31日 15時49分","経済,最新の経済ニュース,企業・産業,速報","経済産業省資源エネルギー庁が３１日発表した２９日時点のレギュラーガソリン１リットル当たりの全国平均小売価格は、２２日時点の前回調査より３０銭高い１４４円９０銭だった。６週連続の値上がりで、２０１５年７月以来、約２年半ぶりの高値水準となった。灯油も１８リットル（一般的なタンク１個分）で６円高い１５７８円となり、１９週連続の上昇だった。調査した石油情報センターによると、石油輸出国機構（ＯＰＥＣ）加盟国とロシアなど非加盟国の協調減産が続くとの期待を背景に、元売り価格の上昇が小売りの現場に影響した。来週は横ばいで推移すると予想している。（共同）"
"金融強化へ新会社　仮想通貨の取引所も運営","2018年1月31日 13時34分","経済,最新の経済ニュース,企業・産業,速報","ＬＩＮＥ（ライン）は３１日、金融事業の強化に向けて新会社「ＬＩＮＥフィナンシャル」を設立したと発表した。ローンや保険を手掛けるほか、仮想通貨の取引所も運営する計画だ。看板サービスである無料通信アプリの利用者を取り込み、収益の拡大を図る。金融庁に対し、仮想通貨交換業者登録のための手続きを始め、審査を受けていることも明らかにした。どのような種類のローンや保険を販売するかは今後、詰める。他社との提携や合併・買収（Ｍ＆Ａ）も視野に入れている。新会社の設立は１月１０日付。代表取締役にＬＩＮＥの出沢剛社長が就いた。資本金は５０億円。（共同）"
"流出の仮想通貨、別口座へ…監視かく乱か","2018年1月31日 12時04分","経済,最新の経済ニュース,企業・産業,速報","仮想通貨取引所大手コインチェックから流出した仮想通貨「ＮＥＭ（ネム）」が、流出先の口座アドレスから別のアドレスに１００単位ずつ移動されたことが３１日、分かった。３０日午後１０時半すぎから約３０分間に計１１回にわたって移動があった。監視のかく乱が狙いとみられる。コインチェックが顧客から預かっていたネムは、２６日未明に一つのアドレスに流出。その後、計９アドレスに送金された。３０日夜の送金は、最初にコインチェックからネムが移動した先のアドレスで確認された。流出したネムの追跡システムを開発した国際団体もネット上で、この新たな資金移動を確認しているという。（共同）"
"セブン－イレブン２万店突破　国内小売で初","2018年1月31日 11時34分","経済,最新の経済ニュース,企業・産業,速報","コンビニエンスストア最大手のセブン－イレブン・ジャパン（東京）は３１日、国内店舗数が２万３３店に達したと発表した。２万店の大台を突破したのは国内小売りチェーンで初めて。１９７４年５月、東京・豊洲に１号店が開店。既存の小売店をチェーン化して出店エリアを拡大し、２００３年には１万店を超えた。これまでに沖縄を除く４６都道府県に出店。３１日には２５都道府県で５４店が新たに開店した。沖縄でも１９年度に出店し、全国出店を達成する予定。おにぎりや弁当などの主力商品が引き続き好調な一方、公共料金の支払いや宅配荷物の受け取りなどサービスも年々、多様化している。同社は２万店達成について「生活インフラとしてさらなる進化を目指す」とコメントした。セブンは１９年２月期に前期と同水準の約１６００店の新規出店を見込み、今後も店舗網の拡大を狙う。【竹地広憲】"
"時計はよりライフスタイルを彩るアイテムに［SIHH2018／カルティエ編］（GetNavi web）","2018年1月31日 11時00分","企業・産業",""
"仮想通貨の広告、全世界で禁止へ","2018年1月31日 09時24分","アメリカ,最新の経済ニュース,企業・産業,速報,経済","米交流サイト大手フェイスブックは３０日、インターネット上で取引される仮想通貨や、企業が独自の仮想通貨を発行して資金調達する「ＩＣＯ」と呼ばれる手法に関する広告を全世界で禁止すると発表した。広告が詐欺行為を助長する恐れがあることに配慮した。グループの写真共有アプリ「インスタグラム」への広告も禁止する。仮想通貨などの分野では「現在は誠実に運営されていない企業が多い」ことが理由としている。２０億人を超えるユーザーを持つフェイスブックが広告を禁じることで、グーグルやツイッターといった大手ネット企業にも同様の動きが波及する可能性もある。（共同）"
"木更津市が今秋めどに導入　商議所・信組と連携","2018年1月31日 09時14分","千葉県,最新の経済ニュース,企業・産業,速報,経済","千葉県木更津市は、市内全域で使用できる電子地域通貨を今秋をめどに導入すると発表した。市と木更津商工会議所、君津信用組合が連携してスマートフォンを活用したプラットフォームを構築する。今春から実証実験を始めてシステムを検証し、市内約３００店舗の加盟を目指す。名称は「アクアコイン」を想定。利用者はスマホから専用のアプリをダウンロードし、電子通貨を購入し、買い物などの際は加盟店舗に置かれた二次元コードを読み取ることによりスムーズに決済できるようにする。さらに市のイベントやボランティア、防災訓練などに参加すると、「行政ポイント」が付与され、市内の買い物のほか、手数料や地方税などの納入にも利用できるよう検討している。加盟する店舗は専用端末を導入するための初期投資や、決済手数料がほとんどかからない。換金手数料がクレジットカード決済より安価というメリットもあるという。市によると、行政、地元商議所、金融機関の連携による同様の取り組みは首都圏初という。君津信用組合の宮澤義夫理事長は「アクアラインや圏央道でアクセスは向上したが、（地元住民の）地区外での買い物が増え、大型商業施設以外では来訪者の消費も限定的。お金の地産地消を電子通貨の利用で実現する」と期待を寄せ、渡辺芳邦市長は「地域の経済とコミュニティーの活性化を目指す」と話した。【町野幸】"
"中国電が鳥取県に２．６億円　防災対策費を追加","2018年1月31日 08時00分","鳥取県,最新の経済ニュース,企業・産業,速報,経済","中国電力（広島市）が島根原発（松江市）での重大事故に備えて鳥取県に拠出している防災対策費について、同社は３０日、２億６０００万円を追加で支払うことを決めた。２０１５年に寄付した６億円を財源とした基金が１８年度中に底をつく見通しになり、県が今後２年分の費用として要請していた。鳥取県は原発立地自治体でないために国の交付金などで安全対策の費用をまかなえないとして、１４年に中国電に費用負担を求めた。その際、５年間に必要な支出を約３０億円と試算。中国電は当面の費用として１５年に６億円を拠出することを決め、１６年に入金した。県は「県原子力防災対策基金」を創設し、島根原発から３０キロ圏内の緊急防護措置区域（ＵＰＺ）にある同県境港、米子両市への原子力防災対策交付金などに充当。しかし、基金の残高が１７年度末で約７０００万円になる見込みになっていた。平井伸治知事は「県民の税金で原子力防災対策費用を負担するのは認めがたい。（追加拠出で）引き続き対策を実施できるめどは立ったが、周辺の自治体にも十分な財源措置をするよう国に要望する」とのコメントを出した。中国電力鳥取支社は「鳥取県の防災対策に、社としてできる範囲で協力したいと判断した」と話している。【小野まなみ】"
"西鉄連合・ＪＲ九州・福岡地所が提案書提出","2018年1月31日 07時58分","経済,最新の経済ニュース,企業・産業,速報","福岡市は３０日、旧大名小跡地（同市中央区）の再開発事業の公募提案を締め切った。市は企業名や提案内容を明らかにしていないが、関係者によると▽西日本鉄道と積水ハウス、三菱地所の企業連合▽ＪＲ九州▽福岡地所（福岡市）－－の計３陣営が提案書を提出した。西鉄の企業連合は、積水ハウスが京都で開発実績がある米マリオット系ザ・リッツ・カールトンの誘致を提案したとみられる。ＪＲ九州、福岡地所も市が求めた高級ホテルと高機能オフィスを核に提案し、地場の“まちづくり”企業同士で競い合う構図になった。審査を経て、３月に事業者となる優先交渉権者が決まる。旧大名小跡地の再開発を巡っては、福岡市で商業施設やオフィスの開発実績がある関東や関西の複数の不動産企業が関心を示した。ただ、市が広場や住民が交流する多目的空間などの公的施設の整備も求めたため「条件が厳しすぎる」「採算を取るのが難しい」「地元企業が強そうだ」などとして参加見送りが相次いだ。３陣営の提案内容は今後、大学教授や福岡市部長ら７人で構成する評価委員会で審査する。民間提案施設の開業は２０２１年を予定している。旧大名小跡地は広さ約１．２ヘクタールで、福岡市の再開発事業「天神ビッグバン」の西側の主要拠点地区。市は国際会議や見本市などＭＩＣＥ（マイス）誘致に力を入れており、今回の再開発で都市機能を高め、国際的な知名度の向上を期待している。【石田宗久、蓬田正志】"
"伊丹空港は「遊べる」空港、テ－クオフ","2018年1月30日 21時06分","飛びＭａｉ,最新の経済ニュース,企業・産業,乗り物,速報,経済","関西国際、大阪（伊丹）の両空港を運営する関西エアポートは３０日、改修中の伊丹空港ターミナル内の商業エリアの詳細を発表した。搭乗前の待ち時間に楽しんでもらい、さらに航空機を利用しない地域住民にも利用しててもらおうと、子供向けの遊び場と玩具店の複合施設「ボーネルンドあそびのせかい」など食事以外でも楽しめる店を充実させた。４月１８日に開業する。玩具販売のボーネルンドの空港出店は初めて。「あそびのせかい」は床面積を１・５倍に拡張する屋上の展望デッキに新設する。長さ１２メートルの大型トランポリン用器具や赤ちゃん専用スペースなどがある。地元産ワインが飲めるワイン醸造所が併設されたバル「大阪エアポートワイナリー」など、長時間の滞在でも飽きさせない店をそろえた。チョコレート菓子のキットカット専門店「キットカット　ショコラトリー」や「ポケモンストア」など外国人に人気の高い専門店も入る。１～４階の商業エリアに全３０店が入る。この日会見した関西エアポートの北山博・伊丹空港本部長は「待つストレスなく、楽しんでもらえる空港になる。飛行機に乗らない利用者も増えるだろう」と話した。【岡奈津希】"
"社長に吉村俊哉氏が昇格","2018年1月30日 20時54分","経済,最新の経済ニュース,企業・産業,速報","日本生命保険傘下の三井生命保険は３０日、吉村俊哉取締役常務執行役員（５７）が社長に昇格する人事を発表した。有末真哉社長（５９）は代表権のない会長に就く。いずれも４月１日付。４月から新しい中期経営計画が始まるのを機に、経営の若返りを図る。三井生命は２０１５年１２月、日本生命が株式の大半を取得し、同社の子会社となった。三井生命は商品の相互供給や資産運用の多様化など、経営統合による相乗効果で業績を好転させた。吉村氏は三井生命出身。企画部長や主計部長などを歴任し、日本生命との統合では企画担当役員として有末氏とともに交渉をまとめた。吉村氏は記者会見で「金融機関の窓口販売や商品開発を日本生命との協業によって拡大していく」と強調。日本生命との統合効果を最大限に生かし、経営基盤を強化する考えを示した。【松本尚也】"
"山口銀が地方創生コンサルティング子会社と","2018年1月30日 20時14分","経済,最新の経済ニュース,企業・産業,速報","山口フィナンシャルグループ（ＦＧ）の地方創生コンサルティング子会社「ＹＭＦＧ　ＺＯＮＥプラニング」（山口県下関市）は３０日、民泊仲介サービスや日本舞踊など体験型の観光プログラムを手掛けているエアビーアンドビージャパン（東京）と包括連携の覚書を結んだと発表した。山口、福岡両県など山口ＦＧの営業エリアで訪日外国人客の体験型イベントを充実させ、観光地の活性化や訪日客の需要を取り込むのが狙い。エアビーアンドビージャパンが地銀と連携協定を結ぶのは初めて。観光客誘致や観光資源のブランディング、観光情報の発信、観光地の魅力向上などの取り組みで連携する。【神崎修一】"
"値上げで大口客４割減　収支は改善の見通し","2018年1月30日 20時05分","社会一般,企業・産業,速報,国際","ヤマトホールディングス（ＨＤ）は３０日、大口の法人顧客約１１００社との宅配便の運賃値上げ交渉の結果、約４割の顧客が契約を打ち切り、他社に切り替えたことを明らかにした。一方、インターネット通販大手のアマゾンジャパンが値上げを受け入れたことも公表。アマゾンを含む約６割の顧客に対する値上げで平均単価が上がるため、契約件数が減っても収支は改善する見通しとなり、２０１８年３月期の連結業績予想を上方修正した。ヤマトでは取扱荷物量の増加で人手不足が深刻化し、ドライバーら約５万９０００人に残業代の未払いがあったことが発覚。昨年４月、取扱荷物の総量を減らすとともに、運賃引き上げで利益を増やし、待遇改善費用に充てる考えを示していた。ヤマトによると、大口の法人顧客との値上げ交渉はほぼ決着し、最大の荷主であるアマゾンとも今年１月から新料金を適用することで合意。大口の法人顧客の平均値上げ率は、昨年１０月１日から実施した個人向けの運賃値上げ率（平均１５％）を上回る水準になったという。３０日に記者会見した同社の芝崎健一専務執行役員は、「もう少し他社に切り替える顧客が出ると思ったが、そこまでではなかった。（ドライバーの待遇改善など）状況を理解していただき感謝している」と述べた。値上げなどを反映し、ヤマトは同日、１８年３月期連結業績予想を上方修正した。売上高は昨年１０月に公表した見通しに比べ１．９％増の１兆５３００億円、最終利益は２０．８％増の１４５億円となる見通し。【大久保渉】"
"日産３社連合が初の２位　独ＶＷ首位","2018年1月30日 19時47分","アメリカ,ドイツ,中国,企業・産業,速報,経済,最新の経済ニュース","自動車大手が３０日までに発表した２０１７年の世界販売台数は、独フォルクスワーゲン（ＶＷ）が前年比４．３％増の１０７４万台で２年連続首位だった。上半期（１～６月）で初の首位に浮上していた仏ルノーと日産自動車、三菱自動車の３社連合は同６．５％増の１０６０万台と通年でも初の２位。トヨタ自動車（ダイハツ工業、日野自動車を含む）は同２．１％増の１０３８万台で、前年の２位から順位を下げた。トヨタが３位以下となるのは１１年以来６年ぶり。世界販売台数は３グループとも過去最高を記録した。これまでＶＷとトヨタが１０００万台を超える規模で争っていたが、日産ルノー三菱の３社連合が割って入った形だ。前年３位の米ゼネラル・モーターズ（ＧＭ）は２月上旬に１７年の販売実績を公表する予定だが、１７年１～９月は前年同期比２．２％減と苦戦しており、４位となる公算が大きい。ＶＷは主戦場の中国で前年比５．１％増の４１８万台を販売したほか、アジアや欧州、北米など、ほぼ全地域で販売を伸ばした。スポーツタイプ多目的車（ＳＵＶ）が好調だった。３社連合は初めて１０００万台を超えたが、日産の無資格検査問題が発覚後の１０月から国内販売が失速した。それまで前年を４割超上回った月もあり、好調を保っていればＶＷに迫った可能性もある。トヨタは中国（単体で６・３％増）や欧州（同７．９％増）で好調を維持したが、北米ではガソリン安の影響で得意の中小型車が伸び悩んだ。１７年は中国や欧米など主要市場が堅調で、国内新車販売台数も２年ぶりに５００万台を超えた。最大市場の中国は前年比３％増えたが、１８年は小型車減税の効果が切れて小幅な伸びにとどまる見通し。１７年の米国新車販売台数は前年比１．８％減と８年ぶりの減少となったが、１７００万台の高水準を維持している。【和田憲二、小倉祥徳】"
"労組、ベア要求へ　月額３０００円の執行部案","2018年1月30日 19時37分","経済,最新の経済ニュース,企業・産業,速報","安川電機労働組合（組合員約３０００人）は、２０１８年春闘で賃金を底上げするベースアップ（ベア）について、月額３０００円とする執行部案をまとめた。ベア要求は５年連続で、要求額は３年連続で同額。加盟する電機連合の統一要求方針を受けた。時間外労働の削減など労働環境の改善も盛り込み、２月１５日に会社側に要求書を提出する。安川電機は、世界的な生産自動化の流れや半導体需要により業績が好調で、労組はベア要求理由を「従業員の将来不安を減らし、消費マインドを向上させるため」としている。【高橋慶浩】"
"客減少店舗対象に大手コンビニを誘致へ","2018年1月30日 19時33分","経済,最新の経済ニュース,企業・産業,速報","鹿児島銀行（鹿児島市）の上村基宏頭取は３０日の定例記者会見で、利用客が減少する店舗を対象に大手コンビニエンスストアを誘致することを検討していると明らかにした。窓口あるいは現金自動受払機（ＡＴＭ）の金融サービス機能を維持しながら、過疎地の高齢者らの買い物需要にも応えるのが狙い。鹿児島銀は昨年末現在、本支店１１３店、出張所１１店、預金の入出金などに特化した代理店２５店の計１４９店を展開している。コンビニを誘致する店舗は、行員３人ほどで運営する小規模な代理店となる見通し。過疎地での実施を想定しており、開始時期や誘致店舗などについては今後決める。上村頭取は「不採算店舗は２０店舗ほどあるが、店舗を引き払うだけでなく、残す方法も考えたい。（身近で金融サービスが受けられない）“金融難民”をつくるわけにはいかない」と強調し、「（郡部は）コンビニの需要もあるので一石二鳥になる」と話した。【神崎修一】"
"世界初のピンク色のチョコが飲むスイーツに","2018年1月30日 19時26分","経済,最新の経済ニュース,企業・産業,食,速報,ライフ","ネスレ日本は、天然ピンク色のチョコレート「ルビー」を使ったホットチョコレートを、２月１日から「キットカット　ショコラトリー　銀座本店」（東京都中央区）で期間限定販売する。同社が１月に発売した、世界初のピンク色のチョコレート「キットカット　ショコラトリー　サブリム　ルビー」は、ビター、ミルク、ホワイトに次ぐ新しいチョコレート素材「ルビー」を使った商品で、世界から注目が集まっている。「ルビー」は、スイスのメーカー「バリー・カレボー」が１０年以上の歳月を経て開発したもので、着色料などを使用しない天然のピンク色と、ベリーのようなフルーティーな酸味が特徴だ。今回、その魅力をもっと楽しんでもらいたいと、「ルビー」を使ったホットチョコレートとキットカットのセット「ホット　ルビーチョコレート　ｗｉｔｈ　ラズベリー」として提供する。同メニューは２月１４日まで。税別１０００円。「ルビー」や「ビター」のキットカットが入ったボックス「バレンタインアソート」（税別１８００円～）も販売する。【村田由紀子】"
"有楽町に東京ミッドタウン日比谷　３月末開業","2018年1月30日 17時59分","動画配信記事,経済,毎日動画,最新の経済ニュース,企業・産業,話題,速報","三井不動産は３０日、東京・有楽町で建設していた大型複合施設「東京ミッドタウン日比谷」を報道陣に公開した。同社の開発した施設で東京ミッドタウンの名前が付く施設は、六本木に続いて２カ所目となる。３月２９日に開業する予定。東京ミッドタウン日比谷は、旧日比谷三井ビルディングと隣接する旧三信ビルディングを一体開発した。地上３５階、地下４階建て。高さ約１９２メートルで、延べ床面積は約１８万９０００平方メートル。地下１階～地上７階は商業エリアで、映画館やレストランなど商業施設６０店舗が入居、１１～３４階がオフィスとなる。１階の屋外には、イベントなどを行う階段状の広場「日比谷ステップ広場」を設けたほか、６階にはベンチャービジネスの支援拠点「ＢＡＳＥ　Ｑ（ベースキュー）」を設けた。ベースキューは、大企業の新規事業担当者らの利用を想定。ワークスペースやイベントスペースを設けたほか、専門家によるイベントなどを開催し大企業とベンチャー企業の連携を支援する。また、地下１階のアーケード街は災害時に帰宅困難者の一時受け入れ施設となり、約３０００人を収容できるという。３０日に記者会見した同社の菰田正信社長は、「商業エリアの銀座、官庁街の霞ケ関、ビジネス拠点の大手町を結ぶ日比谷の強みを生かし、国際都市東京にふさわしい施設にしたい」と話した。【井出晋平】"
"戦国創業、甲府の「シマヤ釣具店」破産へ","2018年1月30日 15時51分","社会一般,最新の経済ニュース,企業・産業,速報,経済","東京商工リサーチは３０日、戦国時代末期創業の「シマヤ釣具店」（甲府市）が破産手続きに入ったと発表した。負債総額は約１億８０００万円。雑貨、両替商として創業し、甲府城の外堀に放流していた魚を釣る人向けに雑貨などを販売。明治期には釣り具販売に特化した。県内では大手に位置づけられ、バス釣りブームの１９９６年ごろには年間約３億円を売り上げていた。しかし、ブームの沈静化や量販店の進出などから業績が低迷。過去の設備投資負担も重荷となって資金繰りが悪化し、今月に入って店舗を閉鎖。約４００年の歴史を閉じた。東京商工リサーチの２０１６年１２月の調査によると、１７年に創業から１００年以上の企業は全国で３万３０６９社で、業歴１０００年以上も７社ある。全国最古の老舗企業は西暦５７８年創業の大阪市の社寺建築会社で、山梨県内では同７０５年創業の早川町の旅館が最も古い。【増田博樹／統合デジタル取材センター】"
"通勤時間を音楽鑑賞タイムに変える! ハイレゾ/ノイキャン対応のBluetoothヘッドホン「RP-HD600N」（GetNavi web）","2018年1月30日 15時30分","家電,企業・産業,ライフ",""
"［2018SIHH速報］ロイヤル オーク オフショアのアニバーサリーイヤーに意欲作を大量発表（GetNavi web）","2018年1月30日 11時00分","企業・産業",""
"警視庁、社員から聴取　金融庁が改善命令","2018年1月29日 23時07分","毎日ライブ,経済,最新の経済ニュース,企業・産業,経済政策・財政,事件・事故・裁判,速報","仮想通貨取引所大手「コインチェック」から５８０億円相当の仮想通貨「ＮＥＭ（ネム）」が不正流出した問題で、金融庁は２９日、流出を防ぐ安全管理体制が不十分だったとして、資金決済法に基づく業務改善命令を同社に出した。仮想通貨取引所に対する行政処分は初めて。問題発覚から３日と異例の早さでの処分で顧客保護徹底などを促す。流出問題で警視庁は２９日、コインチェックの社員から被害が発生した経緯について話を聞いた。今後はサーバーの提供を受けるなどして、不正アクセスの実態解明を進める。ネムの流出は２６日未明に発生し、コインチェックが預かっていたほぼ全額が消失。被害を受けた顧客は２６万人に上り、仮想通貨の流出額は過去最大だ。金融庁は不正流出が発覚した２６日以降、コインチェックから被害状況などを聞き取った。その結果、外部ネットワークに接続したまま多額のネムを保管するなど安全対策のずさんさが判明。金融庁の聞き取りへの回答が不明確など流出後の対応も不十分なため、流出の原因究明▽新規口座開設の勧誘など顧客対応の適正化▽セキュリティーについての経営体制強化と流出の責任所在の明確化▽再発防止策－－の４点について、２月１３日までに改善策を報告するよう求めた。処分を受けてコインチェックは「厳粛かつ真摯（しんし）に受け止め、深く反省する。改善策を着実に実施し信頼回復に向けて努力したい」とする声明をホームページに掲載した。一方、財務省の浅川雅嗣財務官は２９日、３月にアルゼンチンで開かれる主要２０カ国・地域（Ｇ２０）財務相・中央銀行総裁会議で仮想通貨が議題に上るとの見通しを示し、「日本としてもきちんと対応していきたい」と語った。【小原擁、横山三加子、安藤いく子】"
"AirPodsユーザー必見! 充電ケースごとオシャレに持ち運べる専用レザーケース（GetNavi web）","2018年1月29日 14時00分","家電,企業・産業,ライフ",""
"警視庁、コインチェックから任意で聴取へ","2018年1月29日 12時53分","社会,企業・産業,事件・事故・裁判,速報","仮想通貨取引所大手「コインチェック」から５８０億円相当の仮想通貨「ＮＥＭ（ネム）」が不正流出した問題で、警視庁は流出の経緯を調べるため、コインチェックの関係者から、近く任意で事情を聴く。"
"コインチェックに業務改善命令　金融庁","2018年1月29日 11時21分","社会一般,最新の経済ニュース,企業・産業,速報,経済","仮想通貨取引所大手「コインチェック」から５８０億円相当の仮想通貨「ＮＥＭ（ネム）」が不正流出した問題で、金融庁は２９日、流出を防ぐための安全管理体制が不十分だったとして、同社に対し資金決済法に基づく業務改善命令を出した。警視庁は流出の経緯を調べるため、コインチェックの関係者から、近く任意で事情を聴く。金融庁のこれまでの聴取で、コインチェックは外部のネットワークに接続したまま多額のネムを保管するなど、不正アクセスに対する安全対策がおろそかになっていたことが判明している。同庁は、顧客への対応や、被害拡大を防ぐためのセキュリティー体制などについて、改善すべき点があると判断した。２９日に同社関係者を呼び、改善を促した。コインチェックは２８日、ネムを預けていた全顧客２６万人に日本円で返金することを発表したが、返金の実施時期などは明確にしていない。【小原擁】"
"［SIHH2018速報］文字盤を舞台に壮大なる宇宙の美しさを描き出すヴァン クリーフ＆アーペルの技術成果（GetNavi web）","2018年1月29日 11時00分","企業・産業",""
"構想２年！「湯切り」でダム放流体感　プレート発売","2018年1月29日 11時00分","東京都,岡山県,山形県,長野県,動画配信記事,速報,経済,毎日動画,すべて表示する","日清食品（東京都新宿区）は２９日、カップ焼きそばでダムの放流の感覚が味わえる３種類の「湯切りプレート」を発売した。主力商品の「Ｕ．Ｆ．Ｏ．」用で、カップ焼きそばのふたにダムの写真がプリントされたプレートをかぶせると、湯切り口から出るお湯がダムの放流のように見えるという。シンプルな仕組みだが、構想から商品化まで２年を要した「力作」で、同社オンラインストアでの限定販売。税抜き２００円。同社の広報担当者は「湯切りはカップ焼きそばで避けて通れない所作で、『面倒』などネガティブにとらえられがちだった。これを楽しいものに変えられたら、カップ焼きそばのポテンシャルが花開くと思った」と話す。一昨年からさまざまな企画が浮かんでは消え、昨年４月ごろに写真映えするうえに手軽に再現できる「ダム」に絞った。当初は商品に合うダムの選定が課題だったが、関東地方を中心に約６００基のダムを巡り、「ダムマニア」（オーム社）などの著作がある宮島咲（さき）さんの監修が決まると、「一気に話が進んだ」（同社広報担当）。宮島さんが中心となって国内の約２７００基のダムの中から、趣旨に合う「月山（がっさん）ダム」（山形県）、「小渋（こしぶ）ダム」（長野県）、「苫田（とまた）ダム」（岡山県）の３基を選び、国土交通省から湯切り口に合う画像の提供を受け、商品化が実現した。プレートはポリプロピレン製で、繰り返し使用可能だ。壮大な建造物と自然が織りなす絶景を楽しむことができるダム巡りは、現在静かなブーム。国土交通省と独立行政法人「水資源機構」はダム訪問者に「ダムカード」を配布しているほか、全国各地の飲食店ではルーをライスなどでせき止めた「ダムカレー」も販売されるなど、人気が広がっている。同社の広報担当は「（湯切りはカップを傾ける必要があるため、ふたの部分は見えにくいが）鏡を置いて湯切りすれば正面からでも見られるし、暗いキッチンならば『夜間放流』のような雰囲気を味わえる。いろいろ工夫して楽しんでほしい」と話した。新たなダムの追加については「この３商品の反響次第」という。特設サイト（https://store.nissin.com/jp/special/ufo_dam/index.html）内で商品の詳細や、宮島さんのインタビューなどを掲載している【大村健一／統合デジタル取材センター】"
"海外から不正アクセス　金融庁、改善命令へ","2018年1月29日 02時30分","経済,最新の経済ニュース,企業・産業,経済政策・財政,速報","仮想通貨取引所大手「コインチェック」から５８０億円相当の仮想通貨「ＮＥＭ（ネム）」が不正流出した問題で、流出が海外からの不正アクセスによるものだったと関係者が明らかにした。金融庁はコインチェックの安全対策などに不備があったとみて、近く資金決済法に基づく業務改善命令を出す方針を固めた。警視庁も不正アクセス禁止法違反容疑などを視野に調べるとみられ、今後刑事事件に発展する可能性もある。【小原擁、宮川裕章】コインチェックは２８日、流出した仮想通貨「ＮＥＭ（ネム）」を預けていた全顧客約２６万人に日本円で返金する方針を発表した。同社が流出を察知し売買を停止した２６日昼から２７日深夜までの平均価格約８８．５円に各顧客の保有数をかけて算出した結果、返金総額は流出前より２割少ない約４６０億円となる。同社の大塚雄介取締役は２８日、記者団に「私たちの資金から提供する」と述べ、仮想通貨の売却や借り入れによる資金調達は計画していないと説明。ただし、詳しい財務状況や返金の実施時期は「精査している」として明言しなかった。流出発覚後の下落した価格に基づく返金の妥当性についても、「妥当なレートだ」と述べるにとどめた。同社は流出発覚後、ネムを含む全取り扱い仮想通貨１３種と日本円の出金を停止。大塚氏は「事業を継続することを大前提としている」と述べ、返金や安全対策などを講じた上で業務を再開したい考えを示した。早めに顧客保護の姿勢を打ち出すことで、取引再開後にネム以外の仮想通貨や日本円が引き出される事態を避ける狙いがあるとみられるが、速やかに返金が実現するか不透明な部分も残る。【岡大介、横山三加子】"
