"流出ＮＥＭ、闇サイトで別の仮想通貨と交換　警視庁確認","2018年2月10日21時41分","社会,事件・事故・裁判,有料記事","仮想通貨交換業者「コインチェック」（東京都渋谷区）から顧客資産の仮想通貨ＮＥＭ（ネム）約５８０億円分が不正流出した問題で、警視庁は、流出したＮＥＭの一部が別の仮想通貨に交換されたことを確認した。捜査関係者への取材でわかった。同庁は、流出に関与した人物が資金洗浄を進めた疑いがあるとみている。特集：仮想通貨流出問題とは捜査関係者によると、匿名化ソフトを使わないと接続できない「ダークウェブ（闇サイト）」上でＮＥＭと別の仮想通貨との交換を持ちかけるサイトを確認。９日までに、このサイトにアクセスした日本人男性と接触し、男性が別の仮想通貨「ライトコイン」と少額のＮＥＭを交換した事実を確認したという。このサイトの存在は、ＮＥＭが流出先の口座から別の口座に送金された際に添付されたメッセージに書かれていた。その際、「１５％オフ」などとＮＥＭを割安で交換すると読める文言もあった。流出先の口座の取引履歴を朝日新聞が解析したところ、警視庁がサイトの存在を確認した７日以降、ある特定の口座から不特定多数の口座へ３００回近く送金があった。総額は直近の相場で計４億円を超える。特定の口座から、サイトにアクセスした交換希望者にＮＥＭが渡っていた可能性がある。捜査幹部は「流出したＮＥＭとわかって交換に応じた場合、マネーロンダリングに関与したとみなされ捜査対象となる可能性がある」と話す。"
"横須賀基地の米兵が薬物使用・売買か　米紙報道","2018年2月10日20時06分","社会,事件・事故・裁判","米紙ウォールストリート・ジャーナルは９日、米海軍横須賀基地（神奈川県）に所属する兵士１０人以上が薬物を使用したり売買したりしていた疑いがあるとして米海軍が捜査していると報じた。インターネットなどを通じ日本人と売買していた可能性もあるという。同紙によると、薬物を使用していた兵士の一部は、原子力空母ロナルド・レーガンの乗組員という。（ワシントン＝土佐茂生）◇米紙ウォールストリート・ジャーナルが米海軍横須賀基地（神奈川県）に所属する兵士１０人以上が薬物を使用したり売買したりしていた疑いがあるとして米海軍が捜査していると報じたことについて、在日米海軍は１０日、取材に対し「海軍犯罪捜査局は横須賀を拠点とする複数の海軍兵を薬物使用及び売買の容疑で捜査中で、詳細はコメントできない。米海軍は薬物の乱用を一切許しておらず、不祥事を深刻に受け止めている」とコメントした。（前田基行）"
"強盗致死傷の疑いで男２人逮捕　甲府の会社役員死亡事件","2018年2月10日19時36分","社会,事件・事故・裁判","甲府市の住宅で２０１６年８月に会社役員の男性が暴行され死亡した事件で、山梨県警は１０日、神奈川県厚木市緑ケ丘５丁目の無職武井北斗容疑者（２４）と山梨県甲斐市富竹新田のアルバイト金丸拓人容疑者（２４）を強盗致死傷の疑いで逮捕し、発表した。いずれも認否を明らかにしていない。県警捜査１課によると、２人は１６年８月１７日午後１０時１５分ごろ、甲府市朝気１丁目の若宮利雄さん（当時７３）宅に押し入り、若宮さんに暴行を加え金品を奪おうとし、警報装置の作動で駆け付けた男性警備員（同３４）にも暴行を加えた疑いがある。腹などに暴行を受けた若宮さんは搬送先の病院で翌１８日に死亡し、警備員も顔などに約２週間の軽傷を負った。"
"母は溺死、次男は刺し傷　埼玉・所沢２遺体の死因判明","2018年2月10日19時22分","社会,事件・事故・裁判,埼玉","埼玉県所沢市西所沢１丁目の住宅で、住人の入江富美子さん（７６）と次男の幼稚園バス運転手大崎欣孝（よしたか）さん（５３）＝同市狭山ケ丘２丁目＝の遺体が見つかった事件で、県警は１０日、司法解剖の結果、入江さんは溺死（できし）、大崎さんは刺し傷により内臓に血などがたまる血気胸が死因だったと発表した。住宅で男女の遺体発見　母親と次男か　埼玉・所沢発表によると、２人の遺体は浴室で見つかった。入江さんに目立った外傷はなく、人為的に溺れさせられたのかどうかは特定できていないという。一方、大崎さんは上半身を刃物で複数回刺され、傷は臓器にも達していた。捜査関係者によると、血痕は浴室以外にもあったという。県警によると、入江さんは７日昼、大崎さんは同日夜以降、遺体が見つかった８日午後までの間に死亡したとみられる。入江さんと同居していた５０代男性とは、１０日夕の時点でなお連絡が取れていないといい、県警は何らかの事情を知っている可能性があるとみて行方を捜している。"
"防衛相、被害家族らに謝罪　ヘリ墜落事故後初の現地入り","2018年2月10日18時55分","社会,事件・事故・裁判,政治,国政,有料記事","佐賀県神埼（かんざき）市で陸上自衛隊のＡＨ６４Ｄ戦闘ヘリコプターが住宅に墜落した事故を受け、小野寺五典防衛相が１０日、事故後初めて現地入りした。小野寺氏は負傷した女児の家族や地元首長らに謝罪し、フライトレコーダーの分析などを通じて事故原因の究明を急ぐ考えを示したが、地元の不安を払拭（ふっしょく）できるかは不透明だ。【動画】陸自ヘリ墜落、真っ逆さまに　「住宅が燃えている」小野寺氏はこの日、墜落現場を視察した後、被害者家族と周辺３市町の役所を訪ねた。墜落現場では、炎上した住宅の被害状況などの説明を受けた。神埼市の松本茂幸市長との面会では、小野寺氏は「ご迷惑をおかけし、防衛省・自衛隊として心からおわび申し上げる」と頭を下げて謝罪。原因究明と再発防止に努めるとしたほか、主要部品は回収済みで放射性物質の影響はないことなどを説明した。同席した陸自幹部は、墜落した住宅のほかにも周辺の３軒に被害があると明らかにした。松本市長は「事故が二度とないようにお願いしたい。こういうこと（事故）が恒常的になることを非常に恐れている」と述べ、「しっかりと住民を守ってほしい」と強調した。小野寺氏は、被害家族とも非公開で面会した。面会後、記者団に「けがを負わせることになってしまったことについて謝罪させていただいた」と説明。住宅と生活の再建や心のケアにも取り組む考えを示した。小野寺氏の現地訪問は、事故から５日後。防衛省内では当初、原因がわからない中での訪問に消極論が強かった。しかし、安倍政権が九州北部で進める南西防衛の拠点づくりに水を差したくないという事情から、早期訪問が実現した。防衛省は来月、離島防衛の専門部隊「水陸機動団」を長崎県佐世保市に発足させる。この部隊を運ぶ輸送機オスプレイは佐賀空港に配備する方針だ。ただ、地元漁協の反発もあって配備計画は進んでいない。小野寺氏は１１日に佐賀県の山口祥義知事と会談する。今回の事故について改めて謝罪し、再発防止を約束する考えだが「オスプレイはただでさえ『危ない』と思われているのに、今回の事故は最悪」（防衛省幹部）なだけに、代替候補地の検討が加速しそうだ。（相原亮）"
"ＪＲ東海道線の窓ガラスにひび　「蒲田駅あたりで音」","2018年2月10日18時35分","社会,事件・事故・裁判","１０日午後３時半ごろ、ＪＲ品川駅（東京都港区高輪３丁目）の職員から「東海道線上り電車の窓ガラスが割れた」と１１０番通報があった。乗客は「川崎駅を出た後、蒲田駅を通過したあたりで音がした」などと話しているといい、警視庁とＪＲ東日本が詳しい原因を調べている。高輪署とＪＲ東によると、割れたのは１０両編成の電車の７号車の座席背面の窓ガラス。大きさは縦約９７センチ、横約７３センチで、１～２センチの穴が一つ開き、クモの巣状にひびが入っていた。車内から石などは発見されていない。けが人はいなかった。この電車は品川～小金井駅間を運休し、後続の電車は別のホームを使って運転を継続した。"
"父親の遺体を海に捨てた疑い、次男を逮捕　遺体は未発見","2018年2月10日13時16分","社会,事件・事故・裁判","愛知県田原市沖の三河湾で２０１６年１０月、父親の遺体を捨てたとして、愛知県警は１０日、次男の農業小林大介容疑者（３１）＝愛知県豊橋市牟呂公文町＝を死体遺棄容疑で逮捕し、発表した。容疑について黙秘しているという。県警によると、父親は不動産業の生治さん（当時６３）＝同市牟呂町。小林容疑者の逮捕容疑は、１６年１０月２４日ごろ、生治さんの遺体をゴムボートで三河湾へ運び、海中に投棄したというもの。生治さんはこの２日前、同居の母親が姿を見たのを最後に連絡が取れなくなり、同３１日に長男が豊橋署へ相談に訪れ、行方不明者届を提出していた。捜査関係者によると、小林容疑者は昨年３月、県警の任意の事情聴取を受けた際、三河湾に生治さんの遺体を遺棄した、と話していた。自分が生治さんを殺害した、という趣旨の説明もしていたといい、県警は、生治さんの死亡の経緯についても調べる。県警と海保で昨年３月以降、生治さんの捜索を続けているが、遺体は発見されていない。"
"ホテルの温泉で男性倒れる　硫化水素？救助の４人も搬送","2018年2月10日13時10分","社会,事件・事故・裁判,長野","９日午後２時４５分ごろ、長野県山ノ内町平穏の「志賀高原ホテル一望閣」の従業員から「風呂場で人が倒れている。硫黄の臭いがする」と１１９番通報があった。長野県警中野署や岳南広域消防本部によると、ホテルの浴室内で、スキースクールのスタッフの男性が倒れているのを他のスタッフが発見。救助のため浴室に入った男性スタッフ４人も、その後、体調不良を訴え、５人全員が病院に救急搬送された。いずれも命に別条はないという。同消防本部によると、ホテルの温泉には硫黄成分が含まれており、救出時に浴室内では、濃い硫化水素が検出された。署が換気の状況などを調べている。"
"陸自ヘリ墜落、防衛相が現場訪問　住民と面会へ","2018年2月10日11時53分","社会,事件・事故・裁判","佐賀県神埼（かんざき）市で陸上自衛隊のＡＨ６４Ｄ戦闘ヘリコプターが住宅に墜落した事故で、小野寺五典防衛相が１０日、墜落現場を訪れた。ヘリが墜落した住宅にいて軽傷を負った女児（１１）の父で、事故後に「なぜ試験飛行で小学校、幼稚園、民家があるような場所を飛行したのか」とのコメントを出した川口貴士さん（３５）とは午後に面会する予定だという。戦闘ヘリはエンジンの出力を主回転翼に伝える部品を交換した後の試験飛行で目達原（めたばる）駐屯地を離陸し、７分後の５日午後４時４０分ごろに墜落した。事故から５日後の１０日に現場に入った小野寺氏は、炎上した住宅の被害状況や落下物の回収状況などを陸上自衛官の説明を受けながら確認した。神埼市役所や墜落機が所属していた目達原駐屯地のある同県吉野ケ里町役場も訪問し、１１日には山口祥義知事と会談する。一方、陸自は１０日朝から１千人態勢で、駐屯地から現場までの約８キロの飛行経路で地上への落下物や被害の有無を確認している。"
"シンドラー社製エレベーター事故、元課長の無罪確定","2018年2月10日09時23分","社会,事件・事故・裁判","東京都港区の公共住宅で２００６年、シンドラー社製のエレベーターに市川大輔（ひろすけ）さん（当時１６）が挟まれて死亡した事故で、業務上過失致死罪に問われた同社元課長（４９）の無罪判決が１０日、確定した。一審の無罪を支持した東京高裁判決に対し、東京高検が期限の９日までに上告しなかった。シンドラー社製エレベーター事故、無罪確定へ無罪確定を受け、市川さんの母正子さん（６５）は「何ら落ち度のない１６歳の命が奪われたのに、法律で救えないことに大きな憤りを感じる。法律に阻まれ、どこに訴えたらいいのか、やりきれなさが募る」と語った。東京高検の曽木徹也次席検事は「上告を求めるご遺族の意向も踏まえ、判決内容を慎重に検討したが、適法な上告理由が見いだせず上告を断念せざるを得ない」とコメントした。今年１月の東京高裁判決は、事故原因とされたブレーキ部品の異常摩耗の発生時期について、「（元課長が最後に調べた）０５年１１月には発生していなかった可能性が高い」と判断し、検察側の控訴を棄却した。（長谷文）"
"日医大６．６億円申告漏れ、国税指摘　謝礼計上せず","2018年2月10日05時01分","社会,事件・事故・裁判,有料記事","学校法人・日本医科大学（東京都文京区）が、２０１７年３月期までの７年間で計約６億６千万円の申告漏れを東京国税局から指摘されたことがわかった。このうち約２千万円は、付属病院の医師の派遣先からの謝礼などを計上していなかったとして所得隠しと認定されたという。同大は「ほとんどは解釈の違いによるものだが、指摘に従い修正申告した」としている。関係者によると、申告漏れの大半は学校法人などの非課税制度をめぐるもの。公益目的事業に関係するとして申告した管理費の一部を、課税対象の収益事業に関係すると認定された。さらに、同大は各地の医療機関からの求めで付属病院の医師を派遣しているが、派遣先が支払った謝礼や紹介料などの一部を、学校法人の口座ではなく、派遣された医師が所属する医局の口座で受け取っていた。民間企業からの委託研究費などの一部もこうした口座に入っていたという。国税局は、これらの入金は収益事業で法人所得として申告すべきだったと認定した模様だ。謝礼や委託研究費、「実態見えにくい」国税局から所得隠しと認定された医師派遣の謝礼や企業からの委託研究費。日本医科大の医師らは「実態が見えにくい。もっと透明にすべきだ」と指摘する。「派遣先が田舎の小さな病院ほど、主任教授への『お礼』は大きいようだ」。同大付属病院の４０代の男性医師はそう話す。「派遣」の形は様々で、付属病院を退職して再就職先で１年ほど常勤をすることもあれば、在籍したまま週１回だけ診療を請け負うような例もあるという。「都心の病院でのアルバイトならいいが、引っ越して地方の病院で働くとなると多くの医師は尻込みする。そういう場合、病院側が主任教授にけっこうな額を払ったと聞いたことがある」同大の元主任教授の男性は在職中、盆暮れに企業や医療機関から大量の付け届けがあったと明かす。家族が現金入りの封筒を受け取ってしまったこともあったといい、あわてて送り返した。「自分は断ったが、受け取る人間がいても驚かない」と話す。同大の広報担当者は「外部との資金のやりとりは学校法人が窓口だが、一部の医局で徹底されていなかった」としている。（花野雄太）"
"バレンタインチョコ盗んだ疑い　「足踏まれ腹いせに」","2018年2月9日23時16分","社会,事件・事故・裁判,愛知","愛知県警中署は９日、百貨店の倉庫からバレンタイン用のチョコレートを盗んだとして、名古屋市中区のパートの女（５３）を建造物侵入と窃盗の疑いで逮捕し、発表した。容疑を認めているという。署によると、女は９日午後５時２５分ごろ、名古屋市中区の百貨店の地下倉庫に侵入し、百貨店で売られる予定だった有名ブランドのバレンタイン用チョコレート６箱が入った段ボール箱（販売価格計３万８８８０円）を盗んだ疑いがある。目撃した店員が現行犯逮捕した。署の調べに対し、女は「以前販売員に足を踏まれたが謝ってもらえず、腹いせにやった」と話しているという。"
"東京・中野の住宅で８０代夫妻が死亡　警察が死因調べる","2018年2月9日22時38分","社会,事件・事故・裁判","９日午後６時ごろ、東京都中野区弥生町４丁目の２階建て住宅で、住人の下邑（しもむら）政弥さん（８９）と妻の正代さん（８７）が２階の和室で倒れているのを家族が見つけ、１１０番通報した。２人はすでに死亡しており、警視庁が今後司法解剖して詳しい死因を調べる。中野署によると、和室は普段２人が寝室として使用しており、下邑さんは畳の上で、正代さんは布団の上で、いずれも部屋着姿でうつぶせの状態で見つかった。２人に目立った外傷はなく、室内に荒らされたような形跡もなかったという。下邑さん夫妻は５０代の長男夫妻と孫、５０代の次男との６人暮らしで、この日は次男以外は仕事で外出していたという。"
"客室のＮＨＫ受信料、ホテル側敗訴　最高裁判決","2018年2月9日22時36分","社会,事件・事故・裁判,カルチャー,テレビ・芸能","客室などにテレビを設置しているのに受信契約に応じないとして、ＮＨＫが東京都内のホテル運営会社に受信料の支払いを求めた訴訟で、最高裁第三小法廷（戸倉三郎裁判長）は９日、運営会社側の上告を退ける判決を言い渡した。運営会社側が客室数に応じた受信料をテレビ設置時から支払うよう命じた一、二審判決が確定した。最高裁大法廷は昨年１２月、契約に応じない個人の訴訟で、受信料制度を定めた放送法の規定を合憲と判断。今回の判決もこの判断を引用し、合憲と結論づけた。ＮＨＫによると、契約に応じない事業所に受信料支払いを求めた訴訟で、最高裁判決は初めてという。一、二審判決によると、運営会社は２０１３年８月までに、東京と群馬の三つのホテルの客室など計約２８０の部屋にテレビを設置した。同年１０月にＮＨＫから受信契約を申し込まれたが拒んだところ、設置当時からの受信料支払いを求めて裁判を起こされていた。ＮＨＫは「主張が認められた妥当な判決だと受け止めている」とのコメントを出した。（岡本玄）"
"遺体は７６歳母と５３歳次男　所沢の事件","2018年2月9日21時10分","社会,事件・事故・裁判,埼玉","埼玉県所沢市西所沢１丁目の住宅で男女の遺体が見つかった事件で、県警は９日、遺体は住人の入江富美子さん（７６）と、次男の幼稚園バス運転手大崎欣孝（よしたか）さん（５３）＝同市狭山ケ丘２丁目＝と判明したと発表した。県警は、大崎さんが殺害されたと断定し、所沢署に１００人態勢の捜査本部を設置した。住宅で男女の遺体発見　母親と次男か　埼玉・所沢発表によると、２人の遺体は２階建て住宅の１階浴室で発見された。大崎さんの上半身に複数の刺し傷があった。入江さんに目立った外傷はないが、司法解剖して詳しい死因を調べる。入江さんと同居していた５０代男性の所在がわからなくなっており、県警は何らかの事情を知っている可能性があるとみている。玄関や窓は施錠され、室内には大きく荒らされた形跡はなかったという。大崎さんは入江さんの介護のために７日に入江さん宅を訪れていたといい、８日、大崎さんの妻と兄（５５）が入江さん宅を訪れ、遺体を見つけた。"
"木造船乗組員８人を北朝鮮へ強制送還　札幌入管","2018年2月9日19時32分","社会,事件・事故・裁判,北海道","北朝鮮から来た木造船の乗組員が北海道松前町沖の松前小島で発電機などを盗んだとされる事件で、札幌入国管理局は９日、起訴された船長らを除く８人を北朝鮮に向けて強制送還した。木造船、突然のエンジン起動　海保が１時間後に確保札幌入管によると、強制送還されたのは、乗組員１０人のうち、窃盗罪で起訴された自称北朝鮮国籍の船長カン・ミョンハク被告（４５）と結核に感染して入院中の男性を除く８人。中国経由で送還したという。９日午前１０時２５分ごろ、乗組員を乗せたバスが札幌入管を出発。午後に新千歳空港から民間機で北京に向かったとみられる。"
"沖縄本島北部に油状の固まり　タンカー事故の流出油か","2018年2月9日16時48分","社会,事件・事故・裁判,沖縄","沖縄本島北部西岸の本部（もとぶ）町や今帰仁（なきじん）村の海岸で８日、油状の固まりなどが漂着しているのが見つかった。１月に東シナ海で起きたタンカー事故による流出油の可能性もあるとみて、第１１管区海上保安本部（那覇市）が調べている。油状固まり７キロ、鹿児島・宝島に　タンカー事故関連か１１管によると、８日午前１１時５５分ごろ、環境省那覇自然環境事務所から「今帰仁村の海岸に油が付着したペットボトルが流れ着いた」と連絡があり、その後、本部町からも同様の通報があった。１１管は９日午前までに、備瀬（びせ）海岸など両町村の５カ所から、油のような数十センチの黒い固まり計１６個と、油状のものが付いた漂着ごみのペットボトル計２４本を回収。成分はわかっていないが、いずれも強い刺激臭がするという。東シナ海では１月６日、中国・上海沖約３００キロの海上で、パナマ船籍のタンカーが貨物船と衝突。漂流したのち１４日に日本の排他的経済水域（ＥＥＺ）内で爆発して沈没し、大量の油が流出した。今月になって鹿児島県・奄美大島などで油の漂着が相次いでいた。"
